Chunk 	 RSQ
0	-3109309.6263331277
1	-2312487.6234498387
2	-3340383.6230294467
3	-635003.9211667941

overall_gold_y	overall_pred_y	overall_adj
0.35667494	[598.08105]	bullish
-0.036367644	[2556.8508]	considerable
-0.47957307	[2377.0256]	conventional
-3.6109178	[2854.3545]	weak
-0.90286773	[3227.4072]	solid
1.0498221	[1929.3604]	liberal
0.64185387	[2772.455]	radical
-0.8109302	[3424.4307]	acceptable
0.48729512	[2831.0088]	radical
0.42121348	[200.10715]	surprising
0.017391743	[2204.4004]	great
0.5576017	[1427.4175]	bearish
0.4054651	[3278.3298]	deep
-0.07796154	[2359.2786]	bearish
-3.6635616	[2655.374]	vital
0.4774386	[295.2337]	substantial
-1.9278916	[3147.4707]	minor
0.20633644	[2028.121]	positive
0.6931472	[2300.0933]	unexpected
-1.0229005	[1118.1843]	regular
-1.3217559	[392.42322]	minor
-1.7917595	[2497.8867]	little
0.09844007	[1116.6512]	important
-2.957511	[1674.3374]	little
-0.72391886	[1051.6672]	appropriate
-1.4718165	[2990.8396]	slight
0.60260177	[380.89352]	striking
-0.3629055	[285.0277]	usual
0.268264	[1353.0388]	intense
-1.011601	[3177.4343]	familiar
-2.1690538	[2550.3833]	conservative
-0.07095174	[2752.7847]	great
0.16705409	[2482.8184]	conventional
-0.4054651	[1171.0409]	regular
-3.723971	[1409.5443]	tiny
-0.32850406	[303.56653]	appropriate
-0.4054651	[1413.6012]	appropriate
0.6875761	[1674.6985]	powerful
0.5389965	[3034.956]	strong
-0.05182507	[1279.1819]	healthy
-0.7602865	[1332.2626]	nice
-4.7593207	[1907.3231]	inadequate
-0.74193734	[1839.8357]	sound
-2.3025851	[798.5641]	weak
0.12783337	[1964.3181]	broad
0.16251893	[2761.212]	hefty
0.614895	[3273.1646]	severe
-2.7080503	[3224.493]	minor
0.35667494	[180.2879]	hefty
-0.12516314	[762.97107]	modest
-1.3862944	[1314.0509]	relative
-0.18232156	[335.34467]	typical
-1.7917595	[3187.5828]	thin
0.39688137	[2770.2314]	striking
2.220446e-16	[3115.357]	hefty
-0.4924765	[1893.7927]	likely
0.6097656	[1107.7078]	steep
-0.04189094	[1079.7725]	promising
0.4168938	[2870.581]	large
-2.442347	[1330.6642]	narrow
0.3973018	[2411.7625]	dramatic
0.6931472	[2113.9058]	critical
-1.5040774	[879.7827]	typical
0.99852884	[2590.2402]	striking
-1.704748	[2201.395]	thin
-2.0259528	[2898.8518]	acceptable
-0.010582109	[461.95493]	hefty
-0.7509667	[1668.9529]	radical
0.4643056	[2847.1755]	solid
-2.00148	[2337.8694]	routine
0.6931472	[2269.5051]	remarkable
0.2298625	[1429.4968]	typical
-0.4054651	[1865.7153]	adequate
-0.39465418	[2914.8867]	modest
-1.8718022	[1876.0891]	weak
0.74193734	[3261.591]	intense
-1.0986123	[2627.6099]	stable
-1.4929041	[2237.0876]	regular
0.5653138	[500.0228]	large
0.41443378	[773.8163]	aggressive
0.9382696	[1730.7598]	striking
-0.4054651	[2628.733]	familiar
0.6931472	[1943.1526]	major
-2.7080503	[844.43274]	poor
-0.91629076	[3370.8281]	important
-0.11506933	[2949.08]	significant
-1.7917595	[2123.9036]	moderate
0.26236427	[1688.1874]	favorable
-2.014903	[487.5777]	positive
0.5389965	[164.098]	firm
0.6931472	[763.6693]	liberal
0.20359896	[2887.148]	high
-1.0414538	[1054.1283]	modest
0.44496754	[3600.232]	extensive
-0.73396915	[1535.4773]	ordinary
0.33647224	[667.9084]	vital
0.24419697	[2998.0447]	radical
0.08515781	[1313.2921]	positive
0.2876821	[219.78754]	sound
0.3864169	[2858.5837]	usual
-0.19415602	[3558.5654]	adequate
0.7707054	[1932.4575]	substantial
0.6931472	[153.24484]	outstanding
-0.4102384	[1914.3579]	competitive
-0.46536326	[847.44965]	appropriate
0.77603483	[1157.0165]	unusual
0.29725152	[-170.54945]	hefty
-0.7731899	[-1441.9446]	conservative
-2.0541236	[-1170.9855]	disappointing
-1.609438	[-878.89557]	minor
-0.15415068	[-1090.6282]	substantial
-0.0150378775	[-704.31165]	big
-3.0204248	[-222.51823]	tight
0.6729445	[-642.45465]	unusual
0.53062826	[-517.98413]	generous
1.1420974	[-431.81018]	unexpected
0.3629055	[-1340.6001]	deep
0.5653138	[-308.80164]	prominent
0.4054651	[-829.7604]	significant
0.24116206	[-61.91335]	bearish
0.45300606	[-152.06381]	generous
0.39768296	[-242.18584]	fundamental
-1.5260563	[-1509.5879]	familiar
0.5212969	[-1459.5483]	prominent
-2.0476928	[-1528.4087]	likely
1.2101078	[-1197.9858]	outstanding
0.11332869	[-557.38354]	steep
0.55594605	[-342.35873]	substantial
2.220446e-16	[-797.8818]	usual
0.6592456	[-729.4873]	solid
-0.84218276	[-406.43585]	rich
-0.16705409	[-541.8184]	obvious
-2.74084	[-1398.4126]	inadequate
-0.36396536	[-1015.8138]	sound
-2.3978953	[-820.51605]	poor
-0.16705409	[-355.4589]	familiar
-1.0846261	[-152.07353]	fair
-0.2719337	[-985.0661]	appropriate
-2.451005	[-500.99118]	tiny
-0.14310084	[-1639.27]	favorable
0.67935383	[-461.62598]	rich
0.19237189	[-1498.7605]	legitimate
0.4643056	[-760.142]	sharp
-2.442347	[-1613.9163]	stable
-0.5511769	[-1062.4044]	acceptable
0.29924288	[-575.80634]	aggressive
0.19051832	[-101.91349]	solid
-0.19415602	[-472.32495]	important
0.5555258	[-768.75037]	substantial
0.7331525	[-865.3284]	solid
0.6931472	[-1254.4525]	impressive
-0.2876821	[-221.98045]	conventional
0.6840147	[-439.59814]	intense
-0.5596158	[-218.75436]	acceptable
2.220446e-16	[-105.13429]	big
-1.2840155	[-881.3558]	small
0.33647224	[-185.61066]	powerful
0.6931472	[-133.58289]	impressive
-0.53062826	[-412.09323]	conservative
0.17185026	[-1434.7274]	modest
-0.024692612	[-1148.1528]	competitive
0.3276874	[-871.9465]	unusual
0.8303483	[-560.8561]	extraordinary
-0.6678294	[-122.50197]	regular
0.087011375	[-927.89496]	legitimate
-0.6528733	[-1024.9388]	fine
0.45953232	[-263.5425]	usual
0.45198512	[-190.44002]	valuable
-0.5596158	[-587.59656]	firm
-0.7205461	[-766.489]	tight
-0.10697212	[-1128.8264]	sharp
0.41129604	[-1072.7689]	generous
0.3908663	[-187.38985]	promising
-0.17185026	[-602.9356]	clear
-2.014903	[-1107.1471]	important
0.53217506	[-249.39468]	impressive
-2.0412204	[-935.78326]	conservative
0.37889808	[-223.75769]	wide
0.4307829	[-475.9816]	comfortable
0.06899287	[-723.18097]	valuable
0.56580776	[-1136.3794]	outstanding
0.5212969	[-252.7441]	competitive
-0.6931472	[-97.08449]	positive
-0.21130909	[-1043.7832]	strong
0.47000363	[-866.5444]	outstanding
-4.65396	[-882.2566]	thin
0.2135741	[-1609.8917]	powerful
-0.4054651	[-984.5117]	conventional
-3.196403	[-966.76794]	narrow
-0.05218575	[-744.15607]	deep
-0.65058756	[-1488.8596]	narrow
-0.11778303	[-1119.9098]	promising
0.46488854	[-1577.4525]	modest
0.6931472	[-1256.4147]	substantial
-0.35667494	[-1631.1365]	adequate
0.6931472	[-366.21707]	remarkable
0.07637298	[-1126.6592]	generous
-1.410987	[-1198.1466]	favorable
1.3093333	[-66.73072]	rare
1.1284653	[-1384.4071]	strong
0.20067069	[-1458.3716]	great
-0.901902	[-232.34279]	positive
0.13353139	[-144.18712]	fundamental
-0.5596158	[-1655.2098]	fair
-0.65999496	[-846.9612]	relative
-0.3483067	[-925.54065]	unexpected
0.39363065	[-554.3265]	clear
0.1768119	[-1223.2062]	large
-1.7917595	[-439.0477]	little
-0.64185387	[-1547.9769]	routine
0.5966869	[-1173.9476]	extensive
-1.1474024	[-1240.0349]	traditional
0.25131443	[-828.6872]	strong
-0.082691714	[-160.23126]	sound
0.6891392	[-1531.96]	liberal
-1.7491999	[-1332.9309]	slight
-0.2876821	[-1001.95654]	routine
-1.3741238	[-61.056797]	minor
-0.13353139	[-553.43713]	strong
0.8266786	[-732.892]	extraordinary
-0.91629076	[-698.11]	conservative
-3.068053	[-1135.6808]	steep
0.24686007	[-1260.285]	adequate
0.6592456	[-1429.3539]	prominent
-0.8232003	[-67.55519]	stable
0.54361546	[-1246.7086]	striking
-0.98082924	[-1298.5503]	likely
-0.91629076	[-827.317]	likely
-2.2155738	[-53.352226]	fundamental
0.31093892	[-1229.2915]	considerable
0.8697707	[-862.0559]	broad
0.06453852	[-435.66122]	moderate
0.5613779	[-1256.6693]	generous
-2.1019144	[-1370.0961]	light
-0.16705409	[-1231.7493]	routine
-0.6931472	[-1586.0809]	little
0.6649763	[-1091.5166]	clear
0.05989814	[-1328.262]	obvious
0.47957307	[-1275.0487]	significant
-0.11394426	[-1172.7509]	reasonable
-0.5007753	[-1587.0695]	conservative
-0.91629076	[-1409.6443]	favorable
-0.064242266	[-435.0703]	vital
-1.4552872	[-735.52747]	bearish
-0.7282385	[-418.09418]	firm
0.042559616	[-1520.5261]	sizable
-1.2039728	[-1507.2676]	sensitive
0.44869384	[-1571.2897]	fair
0.057158414	[-751.84265]	rich
0.8075575	[-48.57674]	crucial
-2.5776885	[-498.82083]	little
-2.4849067	[-212.97295]	ordinary
0.5369865	[-711.4149]	rich
0.7765288	[-499.0972]	unusual
-0.041672695	[-540.421]	firm
0.9718606	[-1645.1003]	intense
0.30075416	[-791.09656]	bullish
-1.5475625	[-1119.6368]	fair
-0.25629577	[-851.5328]	normal
0.52199894	[-893.56415]	impressive
0.6931472	[-969.11743]	extraordinary
-0.07616136	[-804.46277]	deep
-4.204693	[-937.6164]	conservative
0.6931472	[-262.06293]	surprising
0.6687557	[-1081.253]	dramatic
0.644357	[-1361.0148]	deep
-0.14842	[-417.70758]	healthy
0.32047188	[-281.68228]	steep
-2.3978953	[-341.01093]	low
0.6931472	[-615.46674]	powerful
0.45473614	[-828.94794]	ordinary
-1.0473189	[-404.5127]	positive
-1.7272209	[-1351.5713]	little
0.15104026	[-661.4029]	high
-1.4916549	[-636.9308]	poor
0.36229295	[-1458.5099]	fair
0.07796154	[-1434.5328]	bullish
0.6931472	[-106.52431]	favorable
-1.3737155	[-193.86159]	tiny
0.5065612	[-214.80853]	great
0.5260931	[-963.68915]	powerful
-1.2527629	[-1380.9451]	light
0.44031185	[-1620.9833]	fine
-1.3652409	[-378.1409]	regular
0.7943053	[-931.1967]	huge
0.31449333	[-808.0485]	favorable
0.13353139	[-1485.0638]	acceptable
0.64551914	[-287.58313]	unusual
-3.4499876	[-948.3288]	tiny
-1.0014485	[-1127.4894]	narrow
0.5803517	[-1016.18524]	radical
0.38776553	[-33.23108]	big
-1.8647846	[-1005.1976]	favorable
-4.158883	[-86.68818]	low
0.9946226	[-1611.5076]	surprising
-1.9459101	[-923.0185]	comfortable
0.4748936	[-768.95575]	valuable
0.57097954	[-729.5973]	favorable
0.23361485	[-24.297806]	substantial
0.41824853	[-816.1767]	deep
-0.4054651	[-341.16492]	legitimate
0.61903924	[-40.715065]	extraordinary
-3.1780539	[-65.766014]	likely
0.6931472	[-1411.1102]	aggressive
-1.8021222	[-1123.7306]	tiny
-1.3545457	[-1374.5171]	ordinary
0.49128103	[-1034.5474]	outstanding
0.4970323	[-859.85376]	competitive
-1.8325815	[-658.64294]	disappointing
0.60888684	[-565.19806]	solid
-1.5040774	[-1178.3768]	good
0.4307829	[-1460.8182]	typical
0.65058756	[-559.41656]	steep
-0.3358167	[-300.54553]	solid
-1.178655	[-72.63801]	sensitive
-0.16348371	[-1565.3083]	serious
-1.2163954	[-436.7551]	conservative
1.1754447	[-794.0055]	excessive
-0.91629076	[-1425.0646]	conservative
2.220446e-16	[-36.065487]	moderate
-1.166869	[-750.5394]	usual
-0.3629055	[-1215.6859]	normal
0.6931472	[-8.838012]	significant
-2.2512918	[-224.21445]	narrow
-1.5755364	[-979.2885]	relative
-5.669881	[-119.371574]	inadequate
-1.8845412	[-827.20874]	light
-2.1594841	[-1290.2476]	disappointing
-2.5649493	[-668.49567]	tiny
-0.5996211	[-627.25684]	minor
-1.1096622	[-56.791096]	conventional
-2.2155738	[-576.56506]	stable
-0.88583153	[-437.22864]	adequate
-1.5950491	[-1560.4126]	narrow
0.018692132	[-690.23596]	legitimate
-1.7812881	[-910.8289]	tight
-0.48550782	[-316.2651]	traditional
0.37948963	[-230.50739]	healthy
-1.2089603	[-109.47568]	thin
-3.465736	[-1118.113]	poor
0.6931472	[-1228.1055]	extraordinary
0.105360515	[-650.17017]	conventional
0.5465437	[-1427.364]	steep
-0.65314186	[-1196.8721]	minor
-1.9459101	[-1180.5928]	slight
-0.16430305	[-1163.3208]	sizable
-0.6678294	[-361.16516]	likely
0.8013608	[-535.91724]	striking
-1.2383742	[-888.9845]	typical
-0.97455966	[-476.87927]	obvious
0.56884944	[-1410.7382]	deep
-1.3328056	[-894.91943]	small
0.04800922	[-600.46954]	considerable
-0.4054651	[-1457.6974]	fine
-6.173786	[-1120.5785]	poor
0.60319895	[-1244.5251]	striking
0.597837	[-501.85376]	broad
0.6931472	[-408.70566]	fundamental
-0.4964369	[-1460.5348]	clear
0.111225635	[-780.3872]	rich
0.1673959	[-1329.9404]	sharp
0.5179431	[-1464.4159]	generous
-2.2512918	[-346.52786]	moderate
-0.5877867	[-516.7349]	little
-0.3629055	[-265.73083]	relative
0.4539175	[-1494.4619]	aggressive
-1.5755364	[-1267.951]	regular
-3.465736	[-129.21844]	reasonable
0.63757735	[-723.1487]	powerful
-1.8870697	[-578.952]	low
0.11054187	[-1519.0011]	big
0.60157996	[-313.61993]	sharp
-0.44005656	[-617.4746]	stable
0.8369351	[-1633.6741]	excessive
-0.028987536	[-680.4511]	moderate
-0.90286773	[-1054.6547]	legitimate
-0.46702302	[-790.9236]	obvious
1.5404451	[-715.4668]	rare
-0.017699577	[-1081.0363]	sizable
-0.82472354	[-1321.4305]	modest
-1.2527629	[-887.2599]	normal
0.4924765	[-1645.8232]	liberal
-1.9086808	[-484.34055]	little
1.1826954	[-1513.0323]	radical
-1.7600107	[-822.91595]	thin
-0.23111172	[-666.73706]	moderate
2.220446e-16	[-856.4148]	healthy
-0.046520017	[-366.95117]	nice
-1.6259673	[-352.23077]	sound
-2.5649493	[-162.70627]	fair
-1.2527629	[-14.164196]	routine
0.8109302	[-401.87524]	huge
-3.232121	[-1549.1597]	slight
0.5596158	[-1581.7003]	fundamental
-0.62860864	[-496.11295]	sensitive
0.6931472	[-851.3512]	strong
-0.7252355	[-1619.0585]	small
-1.2527629	[-1507.6575]	bearish
0.4924765	[-48.054287]	huge
-2.3566523	[-937.4644]	modest
-1.0986123	[-138.5455]	low
2.220446e-16	[-1254.9626]	severe
0.4340385	[-298.07428]	dramatic
-0.51082563	[-1028.1417]	light
0.8877388	[-1011.66833]	great
0.6781093	[-1015.8523]	steep
-0.6931472	[-691.18414]	narrow
-0.7849547	[-539.46814]	obvious
-2.3864665	[-1190.5566]	minor
0.17869179	[-721.3916]	substantial
0.6931472	[-277.27777]	considerable
-1.2163954	[-813.41235]	light
-1.0647107	[-829.66254]	typical
0.5941765	[-1308.6229]	high
0.53280455	[-1144.923]	legitimate
0.39863914	[-5.3734374]	broad
-5.370638	[-1571.8446]	narrow
0.7178398	[-1365.8392]	excessive
0.057158414	[-101.19375]	striking
-0.5671065	[-794.31616]	promising
-0.47260442	[-167.52031]	strong
0.5144554	[-1088.1641]	large
-0.11247798	[-1594.5503]	wide
0.051293295	[-611.41986]	sizable
-1.5686159	[-1049.3743]	weak
0.6931472	[-525.4231]	radical
0.35667494	[-752.685]	strong
-1.7917595	[-370.60162]	slight
-1.7917595	[-1320.4115]	poor
-0.11778303	[-70.179146]	favorable
0.6931472	[-196.29382]	dramatic
-0.0145988	[-382.28265]	strong
0.2726442	[-361.101]	radical
0.19650619	[-720.23505]	fundamental
0.79158723	[-619.31116]	unexpected
1.3437347	[-956.0454]	excessive
0.4054651	[-95.29012]	large
-0.67209375	[-293.11462]	normal
-2.5776885	[-302.2414]	thin
0.074107975	[-1430.7682]	crucial
2.220446e-16	[-532.9711]	critical
-0.597837	[-498.5864]	clear
-0.47000363	[-1236.0017]	bullish
0.3254224	[-702.0182]	broad
-0.7096765	[-128.8072]	obvious
-1.3862944	[-17.575996]	thin
-0.97600996	[-1117.2075]	familiar
0.66989034	[-864.0022]	extensive
-0.5596158	[-419.0092]	normal
0.54743534	[-1622.3358]	prominent
-0.20186615	[-1214.4927]	rich
0.63757735	[-1579.6173]	great
-0.6151856	[-1148.0898]	acceptable
-1.6843392	[-1305.4]	healthy
0.41002092	[-1189.841]	serious
-0.91629076	[-1371.103]	poor
0.46661952	[-348.10608]	unusual
-0.47000363	[-1236.8542]	narrow
2.220446e-16	[-881.05206]	promising
0.42651853	[-93.09882]	remarkable
-1.011601	[-1462.0895]	vital
0.48550782	[-1180.7211]	striking
0.4260844	[-125.78461]	legitimate
0.37469345	[-1311.4817]	great
1.5488133	[-1335.097]	radical
-2.2212396	[-647.42834]	inadequate
-3.701302	[-1481.6497]	small
0.6931472	[-761.35675]	rare
0.1267517	[-288.2573]	rich
-1.5581446	[-1628.049]	conventional
-0.45953232	[-1021.36316]	weak
-1.2347444	[-793.2049]	small
-0.15963015	[-610.3889]	obvious
-2.8478122	[-993.9004]	little
-0.036367644	[-551.4464]	ordinary
-3.0182052	[-808.5285]	light
-1.3987169	[-21.867088]	familiar
-0.4289956	[-452.59158]	prominent
0.052367985	[-1191.2424]	fine
-0.62860864	[-946.65796]	generous
-1.178655	[-846.30035]	sensitive
-0.91629076	[-1359.4728]	likely
0.47000363	[-345.38162]	rare
0.8082165	[-80.87746]	generous
-1.3862944	[-85.03279]	comfortable
-1.0296195	[-43.124496]	conservative
-0.050430853	[-838.6773]	broad
0.6931472	[-1168.2896]	fundamental
0.5389965	[-112.41478]	strong
-0.36772478	[-940.3822]	healthy
-1.5040774	[-1626.5702]	appropriate
-0.080042705	[-1304.5789]	powerful
0.4248832	[-187.4817]	steep
-0.4964369	[-1620.5134]	normal
0.5596158	[-823.41394]	major
2.220446e-16	[-1297.3206]	nice
0.6931472	[-1205.3263]	extraordinary
0.51082563	[-1649.2517]	sharp
0.39688137	[-725.67694]	prominent
0.6519891	[-465.31003]	considerable
0.33474958	[-399.80444]	considerable
0.2787134	[-1517.8737]	generous
-2.1202636	[-1590.5039]	slight
-2.65926	[-897.58246]	tight
0.5288441	[-284.55573]	significant
-0.06899287	[-1260.4772]	solid
0.6486954	[-320.83276]	extensive
0.34377155	[-30.718895]	major
-1.1735137	[-612.24493]	traditional
0.45425528	[-930.2728]	deep
0.025975486	[-429.4138]	adequate
0.6567795	[-1447.8115]	strong
-0.91629076	[-960.19293]	thin
0.18232156	[-2.995484]	excessive
0.43825492	[-240.9522]	dramatic
-0.3317774	[-937.0925]	regular
0.6598108	[-455.53174]	striking
0.8342258	[-1110.0404]	unexpected
0.61903924	[-84.77214]	unexpected
-0.3629055	[-1269.0082]	wide
-2.0314324	[-30.511911]	positive
-0.39429182	[-1193.5955]	appropriate
-0.10919929	[-1373.8073]	strong
-3.0325463	[-596.37024]	inadequate
-3.749504	[-1359.227]	minor
0.4054651	[-387.5719]	impressive
0.36593428	[-1320.796]	great
-0.31309178	[-987.92554]	firm
-3.5553482	[-1640.0076]	tiny
0.6931472	[-458.96698]	outstanding
0.55338526	[-1429.5719]	major
0.6931472	[-660.8903]	significant
-0.87924945	[-1316.8412]	appropriate
0.06995859	[-177.43298]	wide
-0.44991687	[-1468.8385]	healthy
0.4248832	[-393.81226]	wide
-0.6097656	[-579.7555]	favorable
-0.27625337	[-1577.7981]	powerful
-1.0986123	[-503.4361]	regular
0.22314355	[-283.63504]	firm
-2.2110178	[-1574.6979]	inadequate
-0.30318627	[-56.46134]	familiar
-2.0412204	[-632.48425]	tiny
-0.3409266	[-240.09492]	high
0.6931472	[-748.5267]	sound
0.4054651	[-350.20273]	vital
0.17062552	[-5.880011]	steep
-3.7094986	[-895.1985]	bearish
0.5596158	[-1231.6587]	clear
-0.76214004	[-687.2035]	tight
0.2492158	[-1395.1172]	excessive
1.2645974	[-469.53464]	severe
0.70512336	[-131.54115]	radical
-0.11332869	[-454.77805]	typical
0.2578291	[-933.48346]	critical
-0.105360515	[-1629.1002]	unexpected
0.057158414	[-443.91537]	sizable
0.2550113	[-724.58545]	outstanding
0.67575544	[-1131.2799]	striking
0.7731899	[-1256.0051]	considerable
-0.5596158	[-1393.4955]	regular
0.18232156	[-1302.34]	conventional
0.6931472	[-1030.8956]	sound
0.5596158	[-1249.1487]	serious
-2.100061	[-708.63336]	little
0.30538166	[-1433.0006]	big
0.5514967	[-891.8838]	rich
-0.5596158	[-1054.04]	typical
-1.9021075	[-1642.4705]	poor
-0.013793322	[-1088.1625]	moderate
-0.8383292	[-168.2589]	moderate
0.64185387	[-210.7107]	healthy
2.220446e-16	[-41.985252]	typical
2.220446e-16	[-1620.9971]	steep
-0.24686007	[-939.83704]	crucial
0.87546873	[-1273.7488]	competitive
-1.704748	[-857.8792]	tiny
0.86020124	[-74.75061]	hefty
0.47000363	[-259.77023]	steep
-0.11778303	[-1546.4995]	moderate
-0.05406722	[-1186.4229]	comfortable
0.87546873	[-74.20026]	striking
-0.5368011	[-798.0854]	sound
-1.7491999	[-1348.888]	disappointing
0.46313074	[-1268.0844]	surprising
-0.16705409	[-550.1701]	sensitive
-1.3499267	[-1488.2303]	little
-0.986495	[-1355.6846]	tight
-1.011601	[-1652.4945]	conventional
0.54889756	[-196.11629]	serious
-1.1239301	[-1646.7174]	disappointing
1.179958	[-1564.0127]	extensive
-0.15415068	[-1110.6372]	conservative
0.2719337	[-422.5627]	fine
0.2787134	[-384.7407]	acceptable
0.1267517	[-1146.4323]	severe
0.6931472	[-550.97876]	powerful
-0.3001046	[-1483.3386]	fair
0.21825357	[-1013.1765]	competitive
-0.8630462	[-61.707253]	good
-0.31845373	[-635.5137]	aggressive
-0.65058756	[-1463.9249]	routine
0.6558758	[-916.6006]	great
-1.2321436	[-124.62316]	fundamental
-0.6737291	[-592.31964]	reasonable
-0.896088	[-259.3698]	conservative
-0.56798404	[-682.2391]	typical
0.6253246	[-1491.9563]	crucial
-2.0794415	[-1433.0271]	obvious
1.1205912	[-1000.5]	considerable
-0.16362943	[-155.32916]	promising
0.5913645	[-1645.7028]	sharp
-3.2834144	[-1606.3499]	sensitive
-0.59470713	[-716.3943]	fine
-0.63908	[-1043.3075]	rare
-0.06062462	[-1301.9238]	substantial
0.67002475	[-750.2092]	rich
-0.33135712	[-387.88742]	prominent
-0.042881727	[-1350.026]	comfortable
0.63757735	[-1512.9456]	hefty
0.6143663	[-498.93683]	legitimate
-1.3217559	[-423.4929]	firm
-1.2527629	[-55.907074]	positive
2.220446e-16	[-707.5175]	clear
-0.0822381	[-51.154522]	critical
-0.6931472	[-570.5329]	routine
-0.8938179	[-651.9134]	small
-0.3101549	[-953.3566]	favorable
-5.4271502	[-556.57623]	rare
0.7985077	[-1066.6273]	wide
0.590493	[-308.35294]	valuable
-0.9465961	[-1537.5012]	competitive
-0.61903924	[-645.9489]	thin
-0.420503	[-522.73883]	comfortable
0.37469345	[-1382.8416]	serious
-0.2962658	[-1090.6189]	fundamental
0.6546809	[-1270.189]	great
0.14310084	[-360.24002]	crucial
0.87546873	[-204.93428]	unexpected
0.4583379	[-1305.4229]	deep
0.4168938	[-801.2824]	promising
0.15684247	[-166.99902]	huge
-0.16907632	[-663.46454]	nice
0.6931472	[-857.21344]	critical
-2.014903	[-137.29213]	conservative
0.6931472	[-1444.5277]	radical
-0.48954824	[-1153.4846]	familiar
0.6931472	[-1584.626]	usual
0.20067069	[-135.12196]	fundamental
0.65340686	[-1409.065]	critical
0.025975486	[-477.65723]	aggressive
2.220446e-16	[-125.697365]	substantial
-3.2580965	[-95.45478]	narrow
0.11332869	[-80.40352]	strong
-0.036367644	[-684.6377]	surprising
0.6649763	[-178.39375]	major
-0.26236427	[-554.7746]	usual
-0.4054651	[-56.789524]	routine
-0.32850406	[-144.25414]	hefty
-0.05406722	[-299.46207]	solid
-3.2648609	[-858.6259]	small
0.98082924	[-1512.5426]	major
0.54472715	[-189.04076]	major
-1.9980959	[-737.4338]	modest
-0.30583528	[-1578.3145]	sound
-1.3987169	[-806.81683]	sound
2.220446e-16	[-922.729]	legitimate
-1.1394343	[-827.51154]	regular
-1.7491999	[-456.5315]	likely
0.46357274	[-1335.5929]	striking
-0.7859289	[-840.5116]	ordinary
0.71912265	[-314.6531]	clear
0.30359256	[-1473.3822]	rare
-2.85647	[-377.3413]	rare
-4.5217886	[-581.4581]	small
-0.6931472	[-1171.0032]	acceptable
-1.9482117	[-773.9212]	disappointing
0.57054484	[-146.89943]	intense
-0.18232156	[-1537.1124]	normal
-0.86499745	[-1623.9675]	narrow
-0.051293295	[-969.2743]	fundamental
-0.6931472	[-1461.8561]	obvious
0.8064759	[-452.69464]	surprising
-1.0414538	[-604.1586]	conservative
0.47000363	[-801.47424]	comfortable
-1.5686159	[-30.761095]	positive
-0.91629076	[-62.196354]	appropriate
2.220446e-16	[-430.80682]	nice
0.16093037	[-1071.647]	big
-1.1169615	[-474.8587]	weak
-1.2809339	[-868.3619]	comfortable
0.33647224	[-1275.5992]	promising
0.28240502	[-1219.0159]	steep
-1.011601	[-485.964]	nice
0.6931472	[-860.1589]	dramatic
0.43531808	[-376.8354]	big
0.9067213	[-1236.5901]	surprising
0.6325226	[-941.83344]	solid
0.6306268	[-228.54045]	remarkable
-1.299283	[-1370.759]	slight
1.4301885	[-417.36047]	unusual
1.0704414	[-867.80524]	important
-0.15415068	[-166.64462]	major
0.16251893	[-670.3806]	remarkable
-0.21511137	[-310.36246]	fair
1.3759316	[-1500.3994]	radical
0.47000363	[-1506.5541]	crucial
0.11332869	[-1205.3419]	traditional
0.44015068	[-116.16808]	large
-2.442347	[-314.11273]	minor
-0.13102826	[-1502.7433]	typical
-0.1847341	[-1246.3479]	good
-1.1939225	[-506.19867]	familiar
-0.087011375	[-1008.2922]	crucial
0.6931472	[-1482.1697]	obvious
-3.7162783	[-478.08905]	tight
-0.14715764	[-522.54877]	favorable
0.11905936	[-1423.8993]	serious
-2.036882	[-919.6832]	tiny
0.7370947	[-1602.1207]	high
0.6931472	[-499.3881]	aggressive
0.23531409	[-1424.1812]	nice
-1.609438	[-762.31616]	fair
0.14792013	[-1388.8263]	familiar
0.54796517	[-1256.3]	extraordinary
1.2574615	[-1564.785]	huge
2.220446e-16	[-590.04224]	obvious
0.5653138	[-1033.5775]	sharp
-1.200395	[-88.077324]	ordinary
0.33647224	[-347.9952]	competitive
-0.50310355	[-1515.2959]	hefty
-0.18457128	[-273.64297]	broad
0.35020244	[-106.11583]	firm
-1.2110903	[-851.35834]	typical
-1.0001723	[-179.07707]	little
-0.020202707	[-1286.4442]	fine
-2.6654906	[-1045.5903]	bearish
0.51335406	[-1077.0624]	crucial
-0.089612156	[-433.82962]	promising
-1.2878543	[-912.5863]	modest
-3.9318256	[-903.87476]	minor
-3.5263605	[-753.6674]	sensitive
-1.7749523	[-865.80914]	thin
-0.2876821	[-637.50543]	firm
0.42566782	[-693.5859]	sharp
-0.8050651	[-1423.9578]	sharp
0.46637386	[-1488.7625]	aggressive
-1.8851438	[-1476.2703]	healthy
0.15762894	[-35.075245]	solid
-2.4638534	[-212.88568]	regular
0.5070978	[-157.14203]	big
0.64271635	[-1606.9724]	large
-1.734601	[-1155.7341]	moderate
0.06744128	[-848.7071]	promising
0.345951	[-1122.8256]	reasonable
-1.0451236	[-555.042]	regular
-0.4054651	[-173.38423]	modest
0.21072103	[-1133.342]	powerful
0.022989519	[-1600.7677]	firm
1.2809339	[-568.1353]	unusual
0.2591087	[-725.24133]	substantial
-1.13498	[-314.68268]	narrow
-1.8082888	[-662.0768]	poor
